"Portugues";"Kikongo"
"tendência";"nyindu"
"tenebroso";"kya ndombi ndombi"
"tensão";"mpilaya kadilu"
"tentação";"fu kya ntota "
"tentar";"ntota"
"tentativa";"kya ntotwa"
"teoria";"mvova"
"ter";"kala ye"
"ter fome";"kala ye nzala"
"terça-feira";"kya zole"
"terceiro (3º)";"nkumbu ntatu"
"terço";"nadambu ya ntatu"
"terminar";"manisa"
"termo";"nsilu"
"terra";"ntoto"
"terraço";"kuzulu"
"terramoto";"nzakama a ntoto"
"terreno";"ntoto"
"terrestre";"va ntoto"
"território";"ntoto, fulu"
"terrivel";"ambi"
"terror";"kya mbi"
"terrorista";"mfwasi"
"teso";"kya timba"
"tesoura";"tizyola"
"tesoureiro";"nludi"
"testa";"mpolo"
"testamento";"nkanikinu"
"testemunha";"mbangi"
"testemunhar";"kala kimbangi"
"teu";"dyaku, kyaku"
"texto";"masono"
"ti";"nge"
"tia";"se nkento, tata nkento"
"tigela";"pidi"
"tigre";"ngo"
"tijolo";"bidiki"
"timidez";"nsoni"
"tímido";"nkwa nsoni"
"tinha (Verbo)";"kya kala"
"tinteiro";"maza masonekina"
"tinta";"maza masonekina"
"tio";"nkazi"
"típico";"ngutuka"
"tipo";"mpila"
"tirano";"mfumu"
"tirar";"katula"
"tiro";"zu dya nkele"
"tiroteiro";"zu dya nkele"
"título";"nyatika"
"toalha";"suma"
"tocar";"simba"
"toda";"kya wonso"
"todo";"kya wonso"
"tolerância";"loloka"
"tolerar";"loloka"
"toleravel";"kya lolokwa"
"tolo";"lawu"
"tomada";"lutambulu"
"tomar";"tambula"
"tomate";"zimata"
"tombar";"bwa"
"tonto";"kolwa"
"topar";"tonda"
"Topo";"kunsuka"
"toque";"kya simbawa"
"toráx";"ntulu"
"torcer";"sanisa"
"tormento";"mpasi"
"tornar";"vutikila"
"tornozelo";"kongonya"
"toro";"ntini ya nti"
"torrado";"kya kangwa"
"torrar";"kanga"
"torre";"nzo ya nene"
"torto";"tekama"
"tortulho";"wivwa"
"torturar";"zuba"
"tosse";"nkovola"
"tossir";"nkovola"
"total";"ya wonso"
"totalizar";"bundakesa"
"touro";"ngobe"
"trabalhador";"nsadi"
"trabalhar";"sala"
"traçado";"ntenda"
"traçar";"nsyangi"
"tracejar";"vanga syangi"
"tradição";"kinkulu"
"tradução ";"balula"
"tradutor";"mbaludi"
"traduzir";"balula"
"tráfego";"kimvuka kya makumbi"
"traficante";"nati"
"traficar";"nata"
"tráfico";"fu kya nata"
"tragédia";"sumbula"
"trair";"yekola"
"trajar";"vwata"
"trajecto";"nzila"
"tramar";"vanga mbi"
"trança";"zakangwa"
"trançar";"kanga nsuki"
"tranquilidade";"vuvama"
"tranquilizar";"vuvika"
"tranquilo";"vuvama"
"transferência";"sobwa"
"transferir";"soba"
"transformação";"soba mpila"
"transformar";"sekula"
"transitar";"vyoka"
"trânsito";"vyoka"
"transmitir";"mwanganesa"
"transparência";"monika"
"transpirar";"tevola"
"transportar";"nata"
"transporte";"natinu"
"trapo";"nlele"
"traseira";"kunima"
"traseiro";"kunima, luketo"
"tratado";"sadiswa"
"tratamento";"lusadisu"
"tratar";"sadisa"
"travar";"nkaku"
"trave";"mwangu"
"travesia";"sawuka"
"travessa";"sawu"
"travesseiro";"mfika ya ntu"
"trazer";"twala"
"trecho";"tini"
"trégua";"vundu"
"treinar";"longaka"
"tremer";"tekita"
"tremura";"ntekita"
"trepar";"manta"
"três (3)";"ntatu"
"treze(13)";"kumi ye ntatu"
"trezentos (300)";"kamantatu"
"tribo";"kanda"
"trigésimo(30º)";"nkumbu makumatatu"
"trigo";"sekwa dya mbolo"
"trinta (30)";"makumatatu"
"tripa";"ndya"
"triste";"a nkenda"
"tristeza";"nkenda"
"triturar";"nika"
"triunfar";"nlunga"
"triunfo";"nluta"
"troca";"sobana"
"trocar";"soba"
"troço";"nzila"
"tromba";"ndiangu"
"tronco";"ntini a nti"
"trono";"kunda kya kitinu"
"tropa";"masoladi"
"tropeçar";"sakuba"
"tropical";"nsi a fyoti"
"trovoada";"ndindimu"
"tu";"nge, ngeye"
"tua";"dyaku, kyaku"
"tubarão";"ntamba"
"tubo";"mvumba"
"tudo";"kya wonso"
"tumor";"vimbu"
"túmulo";"zyami"
"tumulto";"nlombo"
"túnel";"nzila ya nsi a ntoto"
"turbulência";"tokanasa"
"turma";"ndonga"
"turno";"ntangwa"
"turvo";"a mvindu"
"tutor";"nlongi"
"uivar";"wuka, baza"
"ultimar";"nsuka"
"ultimato";"kya nsuka"
"último";"kya nsuka"
"ultrapassar";"luta kuntwala"
"um (1)";"mosi"
"uma";"mosi"
"umbigo";"nkumba"
"unânime";"tonda ngindu"
"ungir";"kusa"
"unha";"zala"
"unhada";"kwata manzala"
"união";"bundakana"
"união sexual";"yongana"
"único";"kimosi "
"unido";"kya bundana"
"uniforme";"mpila mosi"
"unir";"bundana"
"unir-se";"kudibundikisa"
"universal";"kya ndonga"
"universidade";"malongi ma nene"
"universo";"nsi ya woso"
"uretra";"mwanzi a subila"
"urgência";"nzaki"
"urgente";"nzaki"
"urinar";"suba"
"urina";"masuba"
"urinado";"subilwa"
"urna";"nkela"
"usar";"vwa nfumu"
"uso";"mfunu"
"usual";"kya mfunu"
"usurpador";"mwivi"
"usurpar";"yiba"
"útero";"wutilu"
"útil";"kya mfunu"
"utilidade";"kya mfumu"
"utilizar";"vwa mfunu"
"uva";"bundu kya vinu"
"vaca";"ngombe a nkentu"
"vacilar";"kumina"
"vacina";"nsamba"
"vacinar";"lwata"
"vácuo";"vuvulu"
"vadio";"mu  kondwa salu "
"vaga";"fulu kya mpamba"
"vagarosamente";"malembe malembe"
"vagina";"koto"
"vago";"kya mpamba"
"vaidade";"kisema"
"vaidoso";"nkwa kisema"
"vala";"mbulungu"
"valente";"nkwa ngolo"
"valer";"fwana"
"valer-se";"kudi fwananesa"
"validade";"kya fwana"
"validar";"tonda"
"válido";"fwana"
"valioso";"kya mfunu"
"valor";"mfumu"
"valorizar";"vana mfunu"
"vantagem";"nluta"
"vapor";"mwanda"
"vara";"mvwala"
"variado";"kisobele"
"variar";"soba"
"Vários";"a yingi"
"variz";"mingenda"
"varrer";"komba"
"vasculhar";"balukuta"
"vasilha";"natinu"
"vaso";"natinu "
"vassoura";"sesa"
"vazar";"fukumuna"
"vazio";"kya nkatu"
"veado";"nkayi"
"vedar";"dyetisa"
"veia";"mwanzi"
"veias";"nyanzi"
"veículo";"kumbi"
"vela";"mwinga"
"velar";"talulula"
"velha";"boba kya nkento"
"velhice";"kimbunta"
"velho";"boba "
"velocidade";"nzaki"
"vencedor";"nsundi"
"Vencer";"sunda"
"vencido";"sundwa"
"venda";"teka"
"vendedor";"nteki"
"vender";"teka"
"veneno";"ndikila"
"venenoso";"kya ndikila"
"ventilar";"mpeminina"
"vento";"lunga"
"ventoinha";"pepelo"
"ventre";"vumu"
"ver";"mona"
"verão";"nsugi a mvula"
"verbo";"mpanga"
"verdade";"kyeleka"
"verdadeiro";"kya kyeleka"
"verde";"nse"
"vergar";"fumbika"
"vergonha";"nsoni"
"vergonhoso";"nkwa nsoni"
"verificar";"taluzula"
"verme";"finyoka "
"vermelho";"mbwaki"
"verso";"kumpiluka"
"verter";"noka"
"vertical";"kya telama"
"vertigem";"nkolwa"
"vestiário";"fulu kya vwatilu"
"vestígio";"nsadila"
"vestir";"vwata"
"Vestuário";"mvwatu"
"vez";"nkumbu"
"via";"nzila"
"viagem";"nkangalu"
"viajante";"nkangandi"
"viajar";"nkangala"
"vibora";"mpidi"
"vibração";"fu kya tekita"
"vibrar";"tekita, zakama"
"vice-versa";"ndambu ye ndambu"
"viciar";"yukulukila"
"vício";"fu"
"vida";"zingu"
"vidente";"nganga ngombo"
"vidro";"kya ngudiki"
"vigésimo (20º)";"nkumbu makumole"
"vigiar";"lungalala"
"vigilância";"kengila"
"vigilante";"nkengidi"
"vigília";"leka nkyelo"
"vigor";"ngolo"
"vila";"mbongi"
"vinagre";"maza mangani"
"vínculo";"kangana"
"vinda";"kwiza"
"vingador";"mvutudi a tetele"
"vingança";"tetedi"
"vingar";"tetedi"
"vinho";"malavu"
"vinte (20)";"makumole"
"viola";"ngoma"
"violação";"nsoki"
"violador";"nsumuki"
"violar";"sumuka"
"violência";"mungolo"
"violento";"wa ngolo"
"vir";"kwiza"
"virar";"balula"
"virgem";"mwenze"
"virgindade";"mwenze"
"virtude";"mpila ambote"
"visão";"mbwenu"
"visita";"nzenze"
"visitar";"kimgula"
"visível";"kimonekene"
"vista";"disu"
"vistas";"mesu"
"visto";"kya monika"
"visual";"kya talwa"
"vítima";"nkwa mpasi"
"vitória";"nlunga"
"viúva";"mfwidi a nkento"
"viúvo";"mfwidi "
"viver";"zinga"
"vivo";"moyo"
"vizinha";"mfinamini"
"vizinhança";"mfinamina"
"vizinhar";"mfinamini"
"vizinho";"mfinamini "
"voar";"tilumuka"
"você";"ngeye, nge"
"volta";"zyunguluka"
"voltar";"vutuka"
"volume";"ndinga, kimvuka"
"volumoso";"ya yingi"
"voluntário";"nkwa luzolo"
"vomitar";"luka"
"vómito";"luki"
"vontade";"luzolo"
"voo";"timuka"
"vós";"yeno, beno"
"vossa";"yeno"
"vosso";"kyeno"
"votação";"sola, solwa"
"votar";"tumba, yadika"
"voto";"sola"
"voz";"ndinga"
"vulgar";"ya yingi"
"vulnerável";"yoya"
"vulto";"wunga"
"xadrez";"nsiangi"
